ORIGIN,DEST,DISTANCE,AIR_TIME,ORIGIN_CITY_NAME,DEST_CITY_NAME
JFK,RSW,1074,161,"New York, NY","Fort Myers, FL"
JFK,SAN,2446,344,"New York, NY","San Diego, CA"
JFK,SAV,718,112,"New York, NY","Savannah, GA"
JFK,SEA,2422,344,"New York, NY","Seattle, WA"
JFK,SFO,2586,360,"New York, NY","San Francisco, CA"
JFK,SJU,1598,195,"New York, NY","San Juan, PR"
JFK,SLC,1990,287,"New York, NY","Salt Lake City, UT"
JFK,SRQ,1041,158,"New York, NY","Sarasota/Bradenton, FL"
JFK,SYR,209,47,"New York, NY","Syracuse, NY"
JFK,TPA,1005,150,"New York, NY","Tampa, FL"
JHM,HNL,84,45,"Kapalua, HI","Honolulu, HI"
JHM,KOA,94,45,"Kapalua, HI","Kona, HI"
JLN,DFW,327,59,"Joplin, MO","Dallas/Fort Worth, TX"
JMS,DVL,83,22,"Jamestown, ND","Devils Lake, ND"
JNU,ANC,571,86,"Juneau, AK","Anchorage, AK"
JNU,HNH,35,14,"Juneau, AK","Hoonah, AK"
JNU,HNS,70,28,"Juneau, AK","Haines, AK"
JNU,SEA,909,118,"Juneau, AK","Seattle, WA"
JNU,SGY,81,33,"Juneau, AK","Skagway, AK"
JNU,SIT,95,25,"Juneau, AK","Sitka, AK"
JRV,CPX,23,6,"Ceiba, PR","Culebra, PR"
JRV,VQS,12,6,"Ceiba, PR","Vieques, PR"
JST,BWI,140,41,"Johnstown, PA","Baltimore, MD"
JST,PIT,75,28,"Johnstown, PA","Pittsburgh, PA"
KLW,KTN,56,26,"Klawock, AK","Ketchikan, AK"
KMO,DLG,20,11,"Manokotak, AK","Dillingham, AK"
KOA,DEN,3329,371,"Kona, HI","Denver, CO"
KOA,HNL,163,30,"Kona, HI","Honolulu, HI"
KOA,JHM,94,45,"Kona, HI","Kapalua, HI"
KOA,LAX,2504,294,"Kona, HI","Los Angeles, CA"
KOA,LIH,263,41,"Kona, HI","Lihue, HI"
KOA,OGG,84,20,"Kona, HI","Kahului, HI"
KOA,PHX,2860,318,"Kona, HI","Phoenix, AZ"
KOA,SEA,2688,321,"Kona, HI","Seattle, WA"
KOA,SFO,2367,276,"Kona, HI","San Francisco, CA"
KOT,EMK,35,20,"Kotlik, AK","Emmonak, AK"
KTN,KLW,56,29,"Ketchikan, AK","Klawock, AK"
KTN,SEA,680,94,"Ketchikan, AK","Seattle, WA"
KTS,OME,64,25,"Brevig Mission, AK","Nome, AK"
KVC,CDB,19,9,"King Cove, AK","Cold Bay, AK"
KVL,OTZ,79,30,"Kivalina, AK","Kotzebue, AK"
LAN,DTW,74,22,"Lansing, MI","Detroit, MI"
LAN,ORD,179,40,"Lansing, MI","Chicago, IL"
LAR,DEN,113,26,"Laramie, WY","Denver, CO"
LAS,ABQ,486,63,"Las Vegas, NV","Albuquerque, NM"
LAS,AMA,758,91,"Las Vegas, NV","Amarillo, TX"
LAS,ATL,1747,193,"Las Vegas, NV","Atlanta, GA"
LAS,AUS,1090,129,"Las Vegas, NV","Austin, TX"
LAS,BLI,954,136,"Las Vegas, NV","Bellingham, WA"
LAS,BNA,1587,179,"Las Vegas, NV","Nashville, TN"
LAS,BOI,519,85,"Las Vegas, NV","Boise, ID"
LAS,BOS,2381,266,"Las Vegas, NV","Boston, MA"
LAS,BUR,223,45,"Las Vegas, NV","Burbank, CA"
LAS,BWI,2106,235,"Las Vegas, NV","Baltimore, MD"
LAS,CLE,1824,206,"Las Vegas, NV","Cleveland, OH"
LAS,CLT,1916,217,"Las Vegas, NV","Charlotte, NC"
LAS,CMH,1771,201,"Las Vegas, NV","Columbus, OH"
LAS,DAL,1067,130,"Las Vegas, NV","Dallas, TX"
LAS,DEN,628,84,"Las Vegas, NV","Denver, CO"
LAS,DFW,1055,126,"Las Vegas, NV","Dallas/Fort Worth, TX"
LAS,DTW,1749,205,"Las Vegas, NV","Detroit, MI"
LAS,ELP,583,77,"Las Vegas, NV","El Paso, TX"
LAS,EWR,2227,250,"Las Vegas, NV","Newark, NJ"
LAS,FAT,259,47,"Las Vegas, NV","Fresno, CA"
LAS,FLL,2173,239,"Las Vegas, NV","Fort Lauderdale, FL"
LAS,GEG,806,120,"Las Vegas, NV","Spokane, WA"
LAS,HNL,2762,356,"Las Vegas, NV","Honolulu, HI"
LAS,HOU,1235,146,"Las Vegas, NV","Houston, TX"
LAS,IAD,2065,227,"Las Vegas, NV","Washington, DC"
LAS,IAH,1222,147,"Las Vegas, NV","Houston, TX"
LAS,ICT,986,117,"Las Vegas, NV","Wichita, KS"
LAS,IND,1590,181,"Las Vegas, NV","Indianapolis, IN"
LAS,JFK,2248,263,"Las Vegas, NV","New York, NY"
LAS,LAX,236,45,"Las Vegas, NV","Los Angeles, CA"
LAS,LBB,775,94,"Las Vegas, NV","Lubbock, TX"
LAS,LGB,231,43,"Las Vegas, NV","Long Beach, CA"
LAS,MAF,795,97,"Las Vegas, NV","Midland/Odessa, TX"
LAS,MCI,1139,137,"Las Vegas, NV","Kansas City, MO"
LAS,MCO,2039,225,"Las Vegas, NV","Orlando, FL"
LAS,MDW,1521,179,"Las Vegas, NV","Chicago, IL"
LAS,MIA,2174,239,"Las Vegas, NV","Miami, FL"
LAS,MKE,1524,179,"Las Vegas, NV","Milwaukee, WI"
LAS,MSP,1299,161,"Las Vegas, NV","Minneapolis, MN"
LAS,MSY,1500,170,"Las Vegas, NV","New Orleans, LA"
LAS,OAK,407,67,"Las Vegas, NV","Oakland, CA"
LAS,OKC,986,117,"Las Vegas, NV","Oklahoma City, OK"
LAS,OMA,1099,132,"Las Vegas, NV","Omaha, NE"
LAS,ONT,197,35,"Las Vegas, NV","Ontario, CA"
LAS,ORD,1514,186,"Las Vegas, NV","Chicago, IL"
LAS,PDX,763,115,"Las Vegas, NV","Portland, OR"
LAS,PHL,2176,244,"Las Vegas, NV","Philadelphia, PA"
LAS,PHX,255,45,"Las Vegas, NV","Phoenix, AZ"
LAS,PIT,1910,216,"Las Vegas, NV","Pittsburgh, PA"
LAS,RNO,345,57,"Las Vegas, NV","Reno, NV"
LAS,SAN,258,45,"Las Vegas, NV","San Diego, CA"
LAS,SAT,1069,126,"Las Vegas, NV","San Antonio, TX"
LAS,SCK,359,58,"Las Vegas, NV","Stockton, CA"
LAS,SEA,867,133,"Las Vegas, NV","Seattle, WA"
LAS,SFO,414,69,"Las Vegas, NV","San Francisco, CA"
LAS,SJC,386,64,"Las Vegas, NV","San Jose, CA"
LAS,SLC,368,60,"Las Vegas, NV","Salt Lake City, UT"
LAS,SMF,397,67,"Las Vegas, NV","Sacramento, CA"
LAS,SNA,226,43,"Las Vegas, NV","Santa Ana, CA"
LAS,STL,1371,158,"Las Vegas, NV","St. Louis, MO"
LAS,TPA,1984,219,"Las Vegas, NV","Tampa, FL"
LAS,TUS,365,53,"Las Vegas, NV","Tucson, AZ"
LAX,ABQ,677,85,"Los Angeles, CA","Albuquerque, NM"
LAX,ASE,737,104,"Los Angeles, CA","Aspen, CO"
LAX,ATL,1947,219,"Los Angeles, CA","Atlanta, GA"
LAX,AUS,1242,145,"Los Angeles, CA","Austin, TX"
LAX,BNA,1797,200,"Los Angeles, CA","Nashville, TN"
LAX,BOI,674,102,"Los Angeles, CA","Boise, ID"
LAX,BOS,2611,294,"Los Angeles, CA","Boston, MA"
LAX,BWI,2329,262,"Los Angeles, CA","Baltimore, MD"
LAX,CLE,2052,238,"Los Angeles, CA","Cleveland, OH"
LAX,CLT,2125,241,"Los Angeles, CA","Charlotte, NC"
LAX,CMH,1995,228,"Los Angeles, CA","Columbus, OH"
LAX,COS,833,114,"Los Angeles, CA","Colorado Springs, CO"
LAX,CVG,1900,214,"Los Angeles, CA","Cincinnati, OH"
LAX,DAL,1246,151,"Los Angeles, CA","Dallas, TX"
LAX,DCA,2311,263,"Los Angeles, CA","Washington, DC"
LAX,DEN,862,110,"Los Angeles, CA","Denver, CO"
LAX,DFW,1235,147,"Los Angeles, CA","Dallas/Fort Worth, TX"
LAX,DTW,1979,229,"Los Angeles, CA","Detroit, MI"
LAX,ELP,715,89,"Los Angeles, CA","El Paso, TX"
LAX,EUG,748,105,"Los Angeles, CA","Eugene, OR"
LAX,EWR,2454,262,"Los Angeles, CA","Newark, NJ"
LAX,FAT,209,39,"Los Angeles, CA","Fresno, CA"
LAX,FLL,2343,256,"Los Angeles, CA","Fort Lauderdale, FL"
LAX,HNL,2556,322,"Los Angeles, CA","Honolulu, HI"
LAX,HOU,1390,161,"Los Angeles, CA","Houston, TX"
LAX,IAD,2288,255,"Los Angeles, CA","Washington, DC"
LAX,IAH,1379,158,"Los Angeles, CA","Houston, TX"
LAX,IPL,181,43,"Los Angeles, CA","El Centro, CA"
LAX,JFK,2475,287,"Los Angeles, CA","New York, NY"
LAX,KOA,2504,319,"Los Angeles, CA","Kona, HI"
LAX,LAS,236,45,"Los Angeles, CA","Las Vegas, NV"
LAX,LIH,2615,337,"Los Angeles, CA","Lihue, HI"
LAX,MCE,259,69,"Los Angeles, CA","Merced, CA"
LAX,MCI,1363,160,"Los Angeles, CA","Kansas City, MO"
LAX,MCO,2218,246,"Los Angeles, CA","Orlando, FL"
LAX,MDW,1750,207,"Los Angeles, CA","Chicago, IL"
LAX,MFR,630,98,"Los Angeles, CA","Medford, OR"
LAX,MIA,2342,248,"Los Angeles, CA","Miami, FL"
LAX,MRY,266,48,"Los Angeles, CA","Monterey, CA"
LAX,MSP,1535,185,"Los Angeles, CA","Minneapolis, MN"
LAX,MSY,1670,186,"Los Angeles, CA","New Orleans, LA"
LAX,OAK,337,55,"Los Angeles, CA","Oakland, CA"
LAX,OGG,2486,321,"Los Angeles, CA","Kahului, HI"
LAX,OKC,1187,142,"Los Angeles, CA","Oklahoma City, OK"
LAX,OMA,1330,163,"Los Angeles, CA","Omaha, NE"
LAX,ORD,1744,208,"Los Angeles, CA","Chicago, IL"
LAX,PDX,834,118,"Los Angeles, CA","Portland, OR"
LAX,PHL,2402,273,"Los Angeles, CA","Philadelphia, PA"
LAX,PHX,370,55,"Los Angeles, CA","Phoenix, AZ"
LAX,PIT,2136,244,"Los Angeles, CA","Pittsburgh, PA"
LAX,PRC,346,56,"Los Angeles, CA","Prescott, AZ"
LAX,RDU,2239,247,"Los Angeles, CA","Raleigh/Durham, NC"
LAX,RNO,391,65,"Los Angeles, CA","Reno, NV"
LAX,SAN,109,28,"Los Angeles, CA","San Diego, CA"
LAX,SAT,1211,140,"Los Angeles, CA","San Antonio, TX"
LAX,SBA,89,25,"Los Angeles, CA","Santa Barbara, CA"
LAX,SBP,156,33,"Los Angeles, CA","San Luis Obispo, CA"
LAX,SEA,954,138,"Los Angeles, CA","Seattle, WA"
LAX,SFO,337,56,"Los Angeles, CA","San Francisco, CA"
LAX,SGU,349,62,"Los Angeles, CA","St. George, UT"
LAX,SJC,308,50,"Los Angeles, CA","San Jose, CA"
LAX,SLC,590,85,"Los Angeles, CA","Salt Lake City, UT"
LAX,SMF,373,66,"Los Angeles, CA","Sacramento, CA"
LAX,STL,1592,184,"Los Angeles, CA","St. Louis, MO"
LAX,STS,400,68,"Los Angeles, CA","Santa Rosa, CA"
LAX,TPA,2158,239,"Los Angeles, CA","Tampa, FL"
LAX,TUS,451,63,"Los Angeles, CA","Tucson, AZ"
LBB,DAL,293,49,"Lubbock, TX","Dallas, TX"
LBB,DEN,456,70,"Lubbock, TX","Denver, CO"
LBB,DFW,282,48,"Lubbock, TX","Dallas/Fort Worth, TX"
LBB,IAH,458,71,"Lubbock, TX","Houston, TX"
LBB,LAS,775,112,"Lubbock, TX","Las Vegas, NV"
LBF,DEN,228,41,"North Platte, NE","Denver, CO"
LCH,DFW,295,55,"Lake Charles, LA","Dallas/Fort Worth, TX"
LCH,IAH,127,30,"Lake Charles, LA","Houston, TX"
LEB,BOS,109,40,"Lebanon-Hanover, NH","Boston, MA"
LEB,HPN,191,69,"Lebanon-Hanover, NH","White Plains, NY"
LEX,ATL,304,64,"Lexington, KY","Atlanta, GA"
LEX,CLT,281,54,"Lexington, KY","Charlotte, NC"
LEX,DFW,785,127,"Lexington, KY","Dallas/Fort Worth, TX"
LEX,DTW,296,54,"Lexington, KY","Detroit, MI"
LEX,ORD,323,59,"Lexington, KY","Chicago, IL"
LFT,DFW,351,64,"Lafayette, LA","Dallas/Fort Worth, TX"
LFT,IAH,201,43,"Lafayette, LA","Houston, TX"
LGA,ATL,762,121,"New York, NY","Atlanta, GA"
LGA,BGR,378,58,"New York, NY","Bangor, ME"
LGA,BHM,866,141,"New York, NY","Birmingham, AL"
LGA,BNA,764,127,"New York, NY","Nashville, TN"
LGA,BOS,184,39,"New York, NY","Boston, MA"
LGA,BTV,258,45,"New York, NY","Burlington, VT"
LGA,BUF,292,52,"New York, NY","Buffalo, NY"
LGA,CHO,305,55,"New York, NY","Charlottesville, VA"
LGA,CHS,641,101,"New York, NY","Charleston, SC"
LGA,CLE,419,74,"New York, NY","Cleveland, OH"
LGA,CLT,544,92,"New York, NY","Charlotte, NC"
LGA,CMH,479,82,"New York, NY","Columbus, OH"
LGA,CVG,585,104,"New York, NY","Cincinnati, OH"
LGA,DAL,1381,206,"New York, NY","Dallas, TX"
LGA,DAY,549,93,"New York, NY","Dayton, OH"
LGA,DCA,214,49,"New York, NY","Washington, DC"
LGA,DEN,1620,234,"New York, NY","Denver, CO"
LGA,DFW,1389,221,"New York, NY","Dallas/Fort Worth, TX"
LGA,DSM,1031,154,"New York, NY","Des Moines, IA"
LGA,DTW,502,86,"New York, NY","Detroit, MI"
LGA,FLL,1076,155,"New York, NY","Fort Lauderdale, FL"
LGA,GRR,618,105,"New York, NY","Grand Rapids, MI"
LGA,GSO,461,79,"New York, NY","Greensboro/High Point, NC"
LGA,GSP,610,102,"New York, NY","Greer, SC"
LGA,HOU,1428,216,"New York, NY","Houston, TX"
LGA,IAD,229,51,"New York, NY","Washington, DC"
LGA,IAH,1416,207,"New York, NY","Houston, TX"
LGA,ILM,500,82,"New York, NY","Wilmington, NC"
LGA,IND,660,109,"New York, NY","Indianapolis, IN"
LGA,JAX,833,123,"New York, NY","Jacksonville, FL"
LGA,MCI,1107,168,"New York, NY","Kansas City, MO"
LGA,MCO,950,137,"New York, NY","Orlando, FL"
LGA,MDW,725,116,"New York, NY","Chicago, IL"
LGA,MEM,963,149,"New York, NY","Memphis, TN"
LGA,MIA,1096,157,"New York, NY","Miami, FL"
LGA,MKE,738,116,"New York, NY","Milwaukee, WI"
LGA,MSN,812,123,"New York, NY","Madison, WI"
LGA,MSP,1020,155,"New York, NY","Minneapolis, MN"
LGA,MSY,1183,175,"New York, NY","New Orleans, LA"
LGA,MYR,563,87,"New York, NY","Myrtle Beach, SC"
LGA,OMA,1148,170,"New York, NY","Omaha, NE"
LGA,ORD,733,116,"New York, NY","Chicago, IL"
LGA,ORF,296,54,"New York, NY","Norfolk, VA"
LGA,PBI,1035,149,"New York, NY","West Palm Beach/Palm Beach, FL"
LGA,PHL,96,37,"New York, NY","Philadelphia, PA"
LGA,PIT,335,63,"New York, NY","Pittsburgh, PA"
LGA,PWM,269,47,"New York, NY","Portland, ME"
LGA,RDU,431,75,"New York, NY","Raleigh/Durham, NC"
LGA,RIC,292,58,"New York, NY","Richmond, VA"
LGA,ROC,254,48,"New York, NY","Rochester, NY"
LGA,RSW,1080,164,"New York, NY","Fort Myers, FL"
LGA,SDF,659,115,"New York, NY","Louisville, KY"
LGA,STL,888,138,"New York, NY","St. Louis, MO"
LGA,SYR,198,42,"New York, NY","Syracuse, NY"
LGA,TPA,1010,154,"New York, NY","Tampa, FL"
LGA,TYS,648,102,"New York, NY","Knoxville, TN"
LGA,XNA,1147,181,"New York, NY","Fayetteville, AR"
LGB,AUS,1226,144,"Long Beach, CA","Austin, TX"
LGB,BOS,2602,288,"Long Beach, CA","Boston, MA"
LGB,JFK,2465,283,"Long Beach, CA","New York, NY"
LGB,LAS,231,44,"Long Beach, CA","Las Vegas, NV"
LGB,OAK,353,58,"Long Beach, CA","Oakland, CA"
LGB,PDX,846,119,"Long Beach, CA","Portland, OR"
LGB,PHX,355,57,"Long Beach, CA","Phoenix, AZ"
LGB,RNO,402,63,"Long Beach, CA","Reno, NV"
LGB,SEA,965,138,"Long Beach, CA","Seattle, WA"
LGB,SFO,354,59,"Long Beach, CA","San Francisco, CA"
LGB,SJC,324,55,"Long Beach, CA","San Jose, CA"
LGB,SLC,588,89,"Long Beach, CA","Salt Lake City, UT"
LGB,SMF,387,64,"Long Beach, CA","Sacramento, CA"
LIH,DEN,3414,375,"Lihue, HI","Denver, CO"
LIH,HNL,102,21,"Lihue, HI","Honolulu, HI"
LIH,KOA,263,40,"Lihue, HI","Kona, HI"
LIH,LAX,2615,300,"Lihue, HI","Los Angeles, CA"
LIH,OAK,2457,293,"Lihue, HI","Oakland, CA"
LIH,OGG,201,33,"Lihue, HI","Kahului, HI"
LIH,PDX,2631,300,"Lihue, HI","Portland, OR"
LIH,PHX,2979,330,"Lihue, HI","Phoenix, AZ"
LIH,SEA,2701,311,"Lihue, HI","Seattle, WA"
LIH,SFO,2447,281,"Lihue, HI","San Francisco, CA"
LIT,ATL,453,63,"Little Rock, AR","Atlanta, GA"
LIT,CLT,640,86,"Little Rock, AR","Charlotte, NC"
LIT,DAL,296,51,"Little Rock, AR","Dallas, TX"
LIT,DEN,771,121,"Little Rock, AR","Denver, CO"
LIT,DFW,304,56,"Little Rock, AR","Dallas/Fort Worth, TX"
LIT,IAH,374,69,"Little Rock, AR","Houston, TX"
LIT,ORD,552,84,"Little Rock, AR","Chicago, IL"
LIT,STL,296,50,"Little Rock, AR","St. Louis, MO"
LNK,DEN,423,70,"Lincoln, NE","Denver, CO"
LNK,MSP,331,58,"Lincoln, NE","Minneapolis, MN"
LNK,ORD,466,74,"Lincoln, NE","Chicago, IL"
LNS,BWI,68,30,"Lancaster, PA","Baltimore, MD"
LNS,PIT,210,80,"Lancaster, PA","Pittsburgh, PA"
LRD,DFW,396,62,"Laredo, TX","Dallas/Fort Worth, TX"
LRD,IAH,301,49,"Laredo, TX","Houston, TX"
LSE,MSP,119,32,"La Crosse, WI","Minneapolis, MN"
LSE,ORD,215,44,"La Crosse, WI","Chicago, IL"
LUK,BKL,221,43,"Cincinnati, OH","Cleveland, OH"
LUP,MKK,9,31,"Kalaupapa, HI","Hoolehua, HI"
LWS,SLC,461,67,"Lewiston, ID","Salt Lake City, UT"
LYH,CLT,175,40,"Lynchburg, VA","Charlotte, NC"
MAF,DAL,319,51,"Midland/Odessa, TX","Dallas, TX"
MAF,DEN,563,84,"Midland/Odessa, TX","Denver, CO"
MAF,DFW,309,49,"Midland/Odessa, TX","Dallas/Fort Worth, TX"
MAF,HOU,441,62,"Midland/Odessa, TX","Houston, TX"
MAF,IAH,429,62,"Midland/Odessa, TX","Houston, TX"
MAF,LAS,795,116,"Midland/Odessa, TX","Las Vegas, NV"
MAF,PHX,581,94,"Midland/Odessa, TX","Phoenix, AZ"
MAZ,SJU,76,37,"Mayaguez, PR","San Juan, PR"
MBS,DTW,98,25,"Saginaw/Bay City/Midland, MI","Detroit, MI"
MBS,ORD,222,46,"Saginaw/Bay City/Midland, MI","Chicago, IL"
MCE,LAX,259,68,"Merced, CA","Los Angeles, CA"
MCE,OAK,99,30,"Merced, CA","Oakland, CA"
MCI,ATL,692,91,"Kansas City, MO","Atlanta, GA"
MCI,BNA,491,65,"Kansas City, MO","Nashville, TN"
MCI,BOS,1256,150,"Kansas City, MO","Boston, MA"
MCI,BWI,967,114,"Kansas City, MO","Baltimore, MD"
MCI,CLT,808,103,"Kansas City, MO","Charlotte, NC"
MCI,DAL,461,70,"Kansas City, MO","Dallas, TX"
MCI,DCA,949,113,"Kansas City, MO","Washington, DC"
MCI,DEN,533,86,"Kansas City, MO","Denver, CO"
MCI,DFW,460,79,"Kansas City, MO","Dallas/Fort Worth, TX"
MCI,DTW,629,83,"Kansas City, MO","Detroit, MI"
MCI,EWR,1092,138,"Kansas City, MO","Newark, NJ"
MCI,HOU,666,101,"Kansas City, MO","Houston, TX"
MCI,IAD,926,110,"Kansas City, MO","Washington, DC"
MCI,IAH,643,103,"Kansas City, MO","Houston, TX"
MCI,LAS,1139,157,"Kansas City, MO","Las Vegas, NV"
MCI,LAX,1363,188,"Kansas City, MO","Los Angeles, CA"
MCI,LGA,1107,142,"Kansas City, MO","New York, NY"
MCI,MCO,1072,130,"Kansas City, MO","Orlando, FL"
MCI,MDW,405,60,"Kansas City, MO","Chicago, IL"
MCI,MIA,1251,156,"Kansas City, MO","Miami, FL"
MCI,MKE,436,66,"Kansas City, MO","Milwaukee, WI"
MCI,MSP,393,62,"Kansas City, MO","Minneapolis, MN"
MCI,ORD,403,62,"Kansas City, MO","Chicago, IL"
MCI,PHL,1038,125,"Kansas City, MO","Philadelphia, PA"
MCI,PHX,1044,150,"Kansas City, MO","Phoenix, AZ"
MCI,SAN,1334,186,"Kansas City, MO","San Diego, CA"
MCI,SFO,1499,214,"Kansas City, MO","San Francisco, CA"
MCI,SLC,920,139,"Kansas City, MO","Salt Lake City, UT"
MCI,STL,237,39,"Kansas City, MO","St. Louis, MO"
MCK,DEN,218,63,"McCook, NE","Denver, CO"
MCN,BWI,594,81,"Macon, GA","Baltimore, MD"
MCO,ACY,852,108,"Orlando, FL","Atlantic City, NJ"
MCO,ALB,1073,137,"Orlando, FL","Albany, NY"
MCO,ATL,404,64,"Orlando, FL","Atlanta, GA"
MCO,AUS,994,147,"Orlando, FL","Austin, TX"
MCO,BDL,1050,129,"Orlando, FL","Hartford, CT"
MCO,BHM,479,76,"Orlando, FL","Birmingham, AL"
MCO,BNA,616,94,"Orlando, FL","Nashville, TN"
MCO,BOS,1121,142,"Orlando, FL","Boston, MA"
MCO,BQN,1129,130,"Orlando, FL","Aguadilla, PR"
MCO,BUF,1011,130,"Orlando, FL","Buffalo, NY"
MCO,BWI,787,103,"Orlando, FL","Baltimore, MD"
MCO,CLE,895,117,"Orlando, FL","Cleveland, OH"
MCO,CLT,468,71,"Orlando, FL","Charlotte, NC"
MCO,CMH,802,109,"Orlando, FL","Columbus, OH"
MCO,CVG,757,105,"Orlando, FL","Cincinnati, OH"
MCO,DAL,973,144,"Orlando, FL","Dallas, TX"
MCO,DCA,759,100,"Orlando, FL","Washington, DC"
MCO,DEN,1546,220,"Orlando, FL","Denver, CO"
MCO,DFW,985,146,"Orlando, FL","Dallas/Fort Worth, TX"
MCO,DTW,957,127,"Orlando, FL","Detroit, MI"
MCO,EWR,937,126,"Orlando, FL","Newark, NJ"
MCO,EYW,268,71,"Orlando, FL","Key West, FL"
MCO,FLL,177,37,"Orlando, FL","Fort Lauderdale, FL"
MCO,HOU,849,128,"Orlando, FL","Houston, TX"
MCO,HPN,972,130,"Orlando, FL","White Plains, NY"
MCO,HSV,535,143,"Orlando, FL","Huntsville, AL"
MCO,IAD,758,98,"Orlando, FL","Washington, DC"
MCO,IAH,854,130,"Orlando, FL","Houston, TX"
MCO,IND,829,119,"Orlando, FL","Indianapolis, IN"
MCO,ISP,971,124,"Orlando, FL","Islip, NY"
MCO,JFK,944,119,"Orlando, FL","New York, NY"
MCO,LAS,2039,286,"Orlando, FL","Las Vegas, NV"
MCO,LAX,2218,304,"Orlando, FL","Los Angeles, CA"
MCO,LGA,950,124,"Orlando, FL","New York, NY"
MCO,MCI,1072,156,"Orlando, FL","Kansas City, MO"
MCO,MDW,990,144,"Orlando, FL","Chicago, IL"
MCO,MEM,684,106,"Orlando, FL","Memphis, TN"
MCO,MHT,1142,141,"Orlando, FL","Manchester, NH"
MCO,MIA,192,39,"Orlando, FL","Miami, FL"
MCO,MKE,1066,151,"Orlando, FL","Milwaukee, WI"
MCO,MSP,1310,188,"Orlando, FL","Minneapolis, MN"
MCO,MSY,551,89,"Orlando, FL","New Orleans, LA"
MCO,ORD,1005,145,"Orlando, FL","Chicago, IL"
MCO,ORF,655,86,"Orlando, FL","Norfolk, VA"
MCO,PDX,2534,348,"Orlando, FL","Portland, OR"
MCO,PHL,861,116,"Orlando, FL","Philadelphia, PA"
MCO,PHX,1849,263,"Orlando, FL","Phoenix, AZ"
MCO,PIT,834,109,"Orlando, FL","Pittsburgh, PA"
MCO,PNS,381,105,"Orlando, FL","Pensacola, FL"
MCO,PSE,1179,141,"Orlando, FL","Ponce, PR"
MCO,PVD,1072,132,"Orlando, FL","Providence, RI"
MCO,RDU,534,76,"Orlando, FL","Raleigh/Durham, NC"
MCO,RIC,667,88,"Orlando, FL","Richmond, VA"
MCO,SEA,2554,355,"Orlando, FL","Seattle, WA"
MCO,SJU,1189,140,"Orlando, FL","San Juan, PR"
MCO,SLC,1931,272,"Orlando, FL","Salt Lake City, UT"
MCO,STL,882,129,"Orlando, FL","St. Louis, MO"
MCO,TTN,896,119,"Orlando, FL","Trenton, NJ"
MCW,MSP,119,48,"Mason City, IA","Minneapolis, MN"
MCW,ORD,289,102,"Mason City, IA","Chicago, IL"
MDT,ATL,620,99,"Harrisburg, PA","Atlanta, GA"
MDT,CLT,413,73,"Harrisburg, PA","Charlotte, NC"
MDT,DTW,371,71,"Harrisburg, PA","Detroit, MI"
MDT,IAD,94,27,"Harrisburg, PA","Washington, DC"
MDT,ORD,594,101,"Harrisburg, PA","Chicago, IL"
MDW,ALB,717,86,"Chicago, IL","Albany, NY"
MDW,ATL,591,84,"Chicago, IL","Atlanta, GA"
MDW,AUS,972,140,"Chicago, IL","Austin, TX"
MDW,BDL,777,93,"Chicago, IL","Hartford, CT"
MDW,BNA,395,59,"Chicago, IL","Nashville, TN"
MDW,BOS,861,101,"Chicago, IL","Boston, MA"
MDW,BUF,468,62,"Chicago, IL","Buffalo, NY"
MDW,BWI,611,78,"Chicago, IL","Baltimore, MD"
MDW,CLE,307,46,"Chicago, IL","Cleveland, OH"
MDW,CMH,283,46,"Chicago, IL","Columbus, OH"
MDW,CVG,249,42,"Chicago, IL","Cincinnati, OH"
MDW,DAL,793,116,"Chicago, IL","Dallas, TX"
MDW,DCA,601,78,"Chicago, IL","Washington, DC"
MDW,DEN,895,131,"Chicago, IL","Denver, CO"
MDW,DTW,228,40,"Chicago, IL","Detroit, MI"
MDW,EWR,711,91,"Chicago, IL","Newark, NJ"
MDW,FLL,1167,154,"Chicago, IL","Fort Lauderdale, FL"
MDW,GRR,137,28,"Chicago, IL","Grand Rapids, MI"
MDW,HOU,937,137,"Chicago, IL","Houston, TX"
MDW,IND,162,31,"Chicago, IL","Indianapolis, IN"
MDW,LAS,1521,208,"Chicago, IL","Las Vegas, NV"
MDW,LAX,1750,237,"Chicago, IL","Los Angeles, CA"
MDW,LGA,725,97,"Chicago, IL","New York, NY"
MDW,MCI,405,66,"Chicago, IL","Kansas City, MO"
MDW,MCO,990,127,"Chicago, IL","Orlando, FL"
MDW,MEM,480,78,"Chicago, IL","Memphis, TN"
MDW,MSP,349,71,"Chicago, IL","Minneapolis, MN"
MDW,MSY,825,113,"Chicago, IL","New Orleans, LA"
MDW,OAK,1844,251,"Chicago, IL","Oakland, CA"
MDW,OMA,423,68,"Chicago, IL","Omaha, NE"
MDW,PHL,668,86,"Chicago, IL","Philadelphia, PA"
MDW,PHX,1444,204,"Chicago, IL","Phoenix, AZ"
MDW,PIT,402,56,"Chicago, IL","Pittsburgh, PA"
MDW,RDU,632,83,"Chicago, IL","Raleigh/Durham, NC"
MDW,RSW,1105,140,"Chicago, IL","Fort Myers, FL"
MDW,SAN,1728,235,"Chicago, IL","San Diego, CA"
MDW,SDF,271,47,"Chicago, IL","Louisville, KY"
MDW,SEA,1733,245,"Chicago, IL","Seattle, WA"
MDW,SFO,1855,254,"Chicago, IL","San Francisco, CA"
MDW,SLC,1259,183,"Chicago, IL","Salt Lake City, UT"
